Week,Movie,Week Box Office,Week Total,Week Share
28,War for the Planet of the Apes,"77,350,914.00","243,073,696.00",0.31822
28,Spider-Man: Homecoming,"66,631,267.00","243,073,696.00",0.27412
28,Despicable Me 3,"31,566,075.00","243,073,696.00",0.129862
28,Baby Driver,"13,832,082.00","243,073,696.00",0.056905
28,The Big Sick,"11,102,554.00","243,073,696.00",0.045676
28,Wonder Woman,"10,602,201.00","243,073,696.00",0.043617
28,Wish Upon,"8,044,265.00","243,073,696.00",0.033094
28,Cars 3,"5,230,065.00","243,073,696.00",0.021516
28,Transformers: The Last Knight,"4,328,186.00","243,073,696.00",0.017806
28,The House,"2,691,690.00","243,073,696.00",0.011074
28,47 Meters Down,"1,827,350.00","243,073,696.00",0.007518
28,The Beguiled (2017),"1,430,865.00","243,073,696.00",0.005887
28,Guardians of the Galaxy Vol. 2,"833,112.00","243,073,696.00",0.003427
28,Pirates of the Caribbean: Dead Men Tell No Tales,"819,314.00","243,073,696.00",0.003371
28,Jagga Jasoos,"671,228.00","243,073,696.00",0.002761
28,Captain Underpants: The First Epic Movie,"572,862.00","243,073,696.00",0.002357
28,The Mummy (2017),"559,775.00","243,073,696.00",0.002303
28,The Hero,"501,691.00","243,073,696.00",0.002064
28,The Little Hours,"437,885.00","243,073,696.00",0.001801
28,Maudie,"380,985.00","243,073,696.00",0.001567
28,Beatriz At Dinner,"358,771.00","243,073,696.00",0.001476
28,The Boss Baby,"255,214.00","243,073,696.00",0.00105
28,Paris Can Wait,"244,706.00","243,073,696.00",0.001007
29,Dunkirk,"74,706,220.00","273,984,220.00",0.272666
29,Girls Trip,"45,439,220.00","273,984,220.00",0.165846
29,Spider-Man: Homecoming,"35,205,224.00","273,984,220.00",0.128494
29,War for the Planet of the Apes,"30,961,715.00","273,984,220.00",0.113005
29,Valerian and the City of a Thousand Planets,"23,826,147.00","273,984,220.00",0.086962
29,Despicable Me 3,"22,091,680.00","273,984,220.00",0.080631
29,Baby Driver,"9,762,249.00","273,984,220.00",0.035631
29,The Big Sick,"7,505,276.00","273,984,220.00",0.027393
29,Wonder Woman,"7,500,427.00","273,984,220.00",0.027375
29,Wish Upon,"3,934,647.00","273,984,220.00",0.014361
29,Cars 3,"3,333,528.00","273,984,220.00",0.012167
29,Transformers: The Last Knight,"1,797,674.00","273,984,220.00",0.006561
29,Captain Underpants: The First Epic Movie,"754,369.00","273,984,220.00",0.002753
29,The House,"689,180.00","273,984,220.00",0.002515
29,47 Meters Down,"685,853.00","273,984,220.00",0.002503
29,Maudie,"643,973.00","273,984,220.00",0.00235
29,Guardians of the Galaxy Vol. 2,"591,905.00","273,984,220.00",0.00216
29,The Beguiled (2017),"425,415.00","273,984,220.00",0.001553
29,Pirates of the Caribbean: Dead Men Tell No Tales,"421,961.00","273,984,220.00",0.00154
29,The Mummy (2017),"345,890.00","273,984,220.00",0.001262
30,Dunkirk,"41,249,518.00","221,008,338.00",0.186642
30,The Emoji Movie,"37,101,704.00","221,008,338.00",0.167875
30,Girls Trip,"28,585,800.00","221,008,338.00",0.129343
30,Atomic Blonde,"25,880,375.00","221,008,338.00",0.117101
30,Spider-Man: Homecoming,"21,200,971.00","221,008,338.00",0.095928
30,War for the Planet of the Apes,"15,967,626.00","221,008,338.00",0.072249
30,Despicable Me 3,"12,791,005.00","221,008,338.00",0.057876
30,Valerian and the City of a Thousand Planets,"9,915,736.00","221,008,338.00",0.044866
30,Baby Driver,"6,504,742.00","221,008,338.00",0.029432
30,Wonder Woman,"5,242,373.00","221,008,338.00",0.02372
30,The Big Sick,"4,719,774.00","221,008,338.00",0.021356
30,Cars 3,"1,652,852.00","221,008,338.00",0.007479
30,Wish Upon,"1,480,877.00","221,008,338.00",0.006701
30,Transformers: The Last Knight,"856,834.00","221,008,338.00",0.003877
30,A Ghost Story,"611,928.00","221,008,338.00",0.002769
30,Wolf Warrior 2,"603,419.00","221,008,338.00",0.00273
30,Maudie,"537,260.00","221,008,338.00",0.002431
30,Detroit,"515,482.00","221,008,338.00",0.002332
30,Captain Underpants: The First Epic Movie,"500,066.00","221,008,338.00",0.002263
30,Mubarakan,"491,623.00","221,008,338.00",0.002224
30,Guardians of the Galaxy Vol. 2,"458,028.00","221,008,338.00",0.002072
30,Pirates of the Caribbean: Dead Men Tell No Tales,"365,367.00","221,008,338.00",0.001653
30,The House,"316,474.00","221,008,338.00",0.001432
30,47 Meters Down,"310,059.00","221,008,338.00",0.001403
30,Lady Macbeth,"284,666.00","221,008,338.00",0.001288
30,The Mummy (2017),"278,805.00","221,008,338.00",0.001262
31,The Dark Tower,"26,430,764.00","184,482,349.00",0.14327
31,Dunkirk,"26,351,813.00","184,482,349.00",0.142842
31,The Emoji Movie,"19,885,243.00","184,482,349.00",0.107789
31,Girls Trip,"16,648,485.00","184,482,349.00",0.090244
31,Spider-Man: Homecoming,"14,245,918.00","184,482,349.00",0.077221
31,Kidnap (2017),"14,169,283.00","184,482,349.00",0.076806
31,Atomic Blonde,"12,366,850.00","184,482,349.00",0.067035
31,Detroit,"9,898,982.00","184,482,349.00",0.053658
31,War for the Planet of the Apes,"9,348,238.00","184,482,349.00",0.050673
31,Despicable Me 3,"9,115,535.00","184,482,349.00",0.049411
31,Baby Driver,"4,090,997.00","184,482,349.00",0.022176
31,Valerian and the City of a Thousand Planets,"3,716,111.00","184,482,349.00",0.020143
31,Wonder Woman,"3,582,006.00","184,482,349.00",0.019417
31,The Big Sick,"3,179,420.00","184,482,349.00",0.017234
31,Jab Harry Met Sejal,"1,664,648.00","184,482,349.00",0.009023
31,An Inconvenient Sequel: Truth to Power,"1,343,290.00","184,482,349.00",0.007281
31,Cars 3,"913,251.00","184,482,349.00",0.00495
31,Wolf Warrior 2,"909,908.00","184,482,349.00",0.004932
31,Guardians of the Galaxy Vol. 2,"676,513.00","184,482,349.00",0.003667
31,Transformers: The Last Knight,"460,170.00","184,482,349.00",0.002494
31,Wish Upon,"449,538.00","184,482,349.00",0.002437
31,47 Meters Down,"396,687.00","184,482,349.00",0.00215
31,Maudie,"395,636.00","184,482,349.00",0.002145
31,Captain Underpants: The First Epic Movie,"342,494.00","184,482,349.00",0.001857
31,Landline,"338,073.00","184,482,349.00",0.001833
31,Pirates of the Caribbean: Dead Men Tell No Tales,"295,562.00","184,482,349.00",0.001602
31,Lady Macbeth,"268,480.00","184,482,349.00",0.001455
31,A Ghost Story,"243,197.00","184,482,349.00",0.001318
31,Wind River,"228,218.00","184,482,349.00",0.001237
31,Mubarakan,"222,746.00","184,482,349.00",0.001207
31,The Mummy (2017),"204,475.00","184,482,349.00",0.001108
31,Step (2017),"200,366.00","184,482,349.00",0.001086
32,Annabelle: Creation,"48,544,221.00","173,126,193.00",0.280398
32,Dunkirk,"16,500,528.00","173,126,193.00",0.095309
32,The Nut Job 2: Nutty by Nature,"12,583,645.00","173,126,193.00",0.072685
32,The Dark Tower,"11,453,614.00","173,126,193.00",0.066158
32,The Emoji Movie,"10,430,405.00","173,126,193.00",0.060247
32,Girls Trip,"9,468,640.00","173,126,193.00",0.054692
32,Spider-Man: Homecoming,"9,447,687.00","173,126,193.00",0.054571
32,Kidnap (2017),"7,396,400.00","173,126,193.00",0.042723
32,The Glass Castle,"7,156,381.00","173,126,193.00",0.041336
32,Atomic Blonde,"6,731,630.00","173,126,193.00",0.038883
32,War for the Planet of the Apes,"5,318,710.00","173,126,193.00",0.030722
32,Despicable Me 3,"5,094,075.00","173,126,193.00",0.029424
32,Detroit,"4,253,999.00","173,126,193.00",0.024572
32,Baby Driver,"2,241,514.00","173,126,193.00",0.012947
32,Wonder Woman,"2,180,291.00","173,126,193.00",0.012594
32,The Big Sick,"2,121,582.00","173,126,193.00",0.012255
32,Valerian and the City of a Thousand Planets,"1,372,734.00","173,126,193.00",0.007929
32,An Inconvenient Sequel: Truth to Power,"1,197,988.00","173,126,193.00",0.00692
32,Toilet: Ek Prem Katha,"989,559.00","173,126,193.00",0.005716
32,Wind River,"885,051.00","173,126,193.00",0.005112
32,Wolf Warrior 2,"630,536.00","173,126,193.00",0.003642
32,A Taxi Driver,"576,550.00","173,126,193.00",0.00333
32,Cars 3,"529,571.00","173,126,193.00",0.003059
32,Step (2017),"403,887.00","173,126,193.00",0.002333
32,Guardians of the Galaxy Vol. 2,"385,447.00","173,126,193.00",0.002226
32,Transformers: The Last Knight,"377,372.00","173,126,193.00",0.00218
32,Once Upon A Time,"357,902.00","173,126,193.00",0.002067
32,Fairy Tail: Dragon Cry,"350,258.00","173,126,193.00",0.002023
32,Maudie,"262,842.00","173,126,193.00",0.001518
32,Menashe,"261,437.00","173,126,193.00",0.00151
32,Captain Underpants: The First Epic Movie,"245,175.00","173,126,193.00",0.001416
32,The Battleship Island,"238,172.00","173,126,193.00",0.001376
32,47 Meters Down,"217,010.00","173,126,193.00",0.001253
32,Landline,"209,673.00","173,126,193.00",0.001211
32,The House,"192,323.00","173,126,193.00",0.001111
32,Good Time,"175,963.00","173,126,193.00",0.001016
32,Pirates of the Caribbean: Dead Men Tell No Tales,"173,842.00","173,126,193.00",0.001004
32,Ingrid Goes West,"173,118.00","173,126,193.00",0.001
33,The Hitman's Bodyguard,"29,564,004.00","138,691,881.00",0.213163
33,Annabelle: Creation,"21,986,163.00","138,691,881.00",0.158525
33,Logan Lucky,"10,667,414.00","138,691,881.00",0.076914
33,Dunkirk,"9,720,951.00","138,691,881.00",0.07009
33,The Nut Job 2: Nutty by Nature,"7,651,081.00","138,691,881.00",0.055166
33,The Emoji Movie,"6,664,119.00","138,691,881.00",0.04805
33,Spider-Man: Homecoming,"6,316,701.00","138,691,881.00",0.045545
33,Girls Trip,"5,663,380.00","138,691,881.00",0.040834
33,The Dark Tower,"5,435,197.00","138,691,881.00",0.039189
33,Wind River,"4,316,944.00","138,691,881.00",0.031126
33,Kidnap (2017),"4,103,655.00","138,691,881.00",0.029588
33,The Glass Castle,"3,955,472.00","138,691,881.00",0.02852
33,Atomic Blonde,"3,191,580.00","138,691,881.00",0.023012
33,Despicable Me 3,"3,152,860.00","138,691,881.00",0.022733
33,War for the Planet of the Apes,"2,926,692.00","138,691,881.00",0.021102
33,Wonder Woman,"1,609,685.00","138,691,881.00",0.011606
33,The Big Sick,"1,415,963.00","138,691,881.00",0.010209
33,Baby Driver,"1,305,505.00","138,691,881.00",0.009413
33,Detroit,"1,253,223.00","138,691,881.00",0.009036
33,Valerian and the City of a Thousand Planets,"608,004.00","138,691,881.00",0.004384
33,An Inconvenient Sequel: Truth to Power,"551,743.00","138,691,881.00",0.003978
33,Toilet: Ek Prem Katha,"548,118.00","138,691,881.00",0.003952
33,A Taxi Driver,"427,017.00","138,691,881.00",0.003079
33,Cars 3,"373,387.00","138,691,881.00",0.002692
33,Ingrid Goes West,"366,632.00","138,691,881.00",0.002644
33,Menashe,"315,901.00","138,691,881.00",0.002278
33,Step (2017),"302,337.00","138,691,881.00",0.00218
33,Wolf Warrior 2,"302,104.00","138,691,881.00",0.002178
33,Pirates of the Caribbean: Dead Men Tell No Tales,"269,717.00","138,691,881.00",0.001945
33,Guardians of the Galaxy Vol. 2,"260,873.00","138,691,881.00",0.001881
33,Good Time,"242,500.00","138,691,881.00",0.001748
33,Transformers: The Last Knight,"239,828.00","138,691,881.00",0.001729
33,Brigsby Bear,"232,888.00","138,691,881.00",0.001679
33,47 Meters Down,"202,501.00","138,691,881.00",0.00146
33,Maudie,"175,582.00","138,691,881.00",0.001266
34,The Hitman's Bodyguard,"15,130,210.00","98,930,199.00",0.152938
34,Annabelle: Creation,"11,145,214.00","98,930,199.00",0.112657
34,Wind River,"6,992,224.00","98,930,199.00",0.070678
34,Leap!,"6,494,803.00","98,930,199.00",0.06565
34,Logan Lucky,"6,363,072.00","98,930,199.00",0.064319
34,Dunkirk,"6,100,515.00","98,930,199.00",0.061665
34,Spider-Man: Homecoming,"4,283,464.00","98,930,199.00",0.043298
34,The Emoji Movie,"3,795,243.00","98,930,199.00",0.038363
34,Birth of the Dragon,"3,657,820.00","98,930,199.00",0.036974
34,The Nut Job 2: Nutty by Nature,"3,605,778.00","98,930,199.00",0.036448
34,Girls Trip,"3,453,990.00","98,930,199.00",0.034913
34,Despicable Me 3,"2,681,850.00","98,930,199.00",0.027109
34,The Dark Tower,"2,512,319.00","98,930,199.00",0.025395
34,Wonder Woman,"2,500,960.00","98,930,199.00",0.02528
34,The Glass Castle,"2,237,906.00","98,930,199.00",0.022621
34,All Saints,"2,196,923.00","98,930,199.00",0.022207
34,Kidnap (2017),"2,073,530.00","98,930,199.00",0.02096
34,Baby Driver,"1,916,310.00","98,930,199.00",0.01937
34,War for the Planet of the Apes,"1,380,868.00","98,930,199.00",0.013958
34,Atomic Blonde,"1,310,945.00","98,930,199.00",0.013251
34,Ingrid Goes West,"1,170,395.00","98,930,199.00",0.011831
34,The Big Sick,"1,074,066.00","98,930,199.00",0.010857
34,Good Time,"895,140.00","98,930,199.00",0.009048
34,Terminator 2: Judgment Day [Rerelease],"753,812.00","98,930,199.00",0.00762
34,Detroit,"401,229.00","98,930,199.00",0.004056
34,Valerian and the City of a Thousand Planets,"386,687.00","98,930,199.00",0.003909
34,The Only Living Boy in New York,"286,313.00","98,930,199.00",0.002894
34,A Gentleman,"275,075.00","98,930,199.00",0.00278
34,Menashe,"247,891.00","98,930,199.00",0.002506
34,Cars 3,"240,715.00","98,930,199.00",0.002433
34,A Taxi Driver,"223,881.00","98,930,199.00",0.002263
34,Patti Cake$,"195,882.00","98,930,199.00",0.00198
34,Pirates of the Caribbean: Dead Men Tell No Tales,"186,417.00","98,930,199.00",0.001884
34,Toilet: Ek Prem Katha,"183,575.00","98,930,199.00",0.001856
34,The Trip to Spain,"173,406.00","98,930,199.00",0.001753
34,Guardians of the Galaxy Vol. 2,"160,937.00","98,930,199.00",0.001627
34,47 Meters Down,"157,897.00","98,930,199.00",0.001596
34,Wolf Warrior 2,"156,989.00","98,930,199.00",0.001587
34,An Inconvenient Sequel: Truth to Power,"149,559.00","98,930,199.00",0.001512
34,Maudie,"137,748.00","98,930,199.00",0.001392
34,Captain Underpants: The First Epic Movie,"135,131.00","98,930,199.00",0.001366
34,Step (2017),"110,009.00","98,930,199.00",0.001112
34,Gook,"100,324.00","98,930,199.00",0.001014
35,The Hitman's Bodyguard,"15,352,793.00","112,581,512.00",0.13637
35,Annabelle: Creation,"10,591,412.00","112,581,512.00",0.094078
35,Wind River,"9,369,555.00","112,581,512.00",0.083225
35,Leap!,"6,879,633.00","112,581,512.00",0.061108
35,Dunkirk,"6,530,734.00","112,581,512.00",0.058009
35,Logan Lucky,"6,371,755.00","112,581,512.00",0.056597
35,Spider-Man: Homecoming,"5,286,248.00","112,581,512.00",0.046955
35,The Emoji Movie,"3,580,144.00","112,581,512.00",0.0318
35,Despicable Me 3,"3,512,945.00","112,581,512.00",0.031204
35,Girls Trip,"3,298,955.00","112,581,512.00",0.029303
35,The Nut Job 2: Nutty by Nature,"3,051,390.00","112,581,512.00",0.027104
35,Wonder Woman,"2,822,121.00","112,581,512.00",0.025067
35,Cars 3,"2,605,640.00","112,581,512.00",0.023144
35,Close Encounters of the Third Kind [Rerelease],"2,581,070.00","112,581,512.00",0.022926
35,Birth of the Dragon,"2,567,665.00","112,581,512.00",0.022807
35,The Dark Tower,"2,321,567.00","112,581,512.00",0.020621
35,Kidnap (2017),"2,258,247.00","112,581,512.00",0.020059
35,The Glass Castle,"2,195,126.00","112,581,512.00",0.019498
35,Baby Driver,"2,087,022.00","112,581,512.00",0.018538
35,The Big Sick,"1,993,435.00","112,581,512.00",0.017707
35,All Saints,"1,942,354.00","112,581,512.00",0.017253
35,Tulip Fever,"1,650,220.00","112,581,512.00",0.014658
35,Do It Like An Hombre,"1,646,851.00","112,581,512.00",0.014628
35,War for the Planet of the Apes,"1,623,942.00","112,581,512.00",0.014425
35,Inhumans,"1,521,787.00","112,581,512.00",0.013517
35,Atomic Blonde,"1,269,890.00","112,581,512.00",0.01128
35,Ingrid Goes West,"892,955.00","112,581,512.00",0.007932
35,Good Time,"497,837.00","112,581,512.00",0.004422
35,Shubh Mangal Saavdhan,"383,453.00","112,581,512.00",0.003406
35,Valerian and the City of a Thousand Planets,"377,586.00","112,581,512.00",0.003354
35,Patti Cake$,"366,220.00","112,581,512.00",0.003253
35,The Trip to Spain,"326,682.00","112,581,512.00",0.002902
35,Detroit,"317,712.00","112,581,512.00",0.002822
35,47 Meters Down,"306,043.00","112,581,512.00",0.002718
35,Menashe,"295,111.00","112,581,512.00",0.002621
35,Guardians of the Galaxy Vol. 2,"277,709.00","112,581,512.00",0.002467
35,Pirates of the Caribbean: Dead Men Tell No Tales,"270,671.00","112,581,512.00",0.002404
35,Terminator 2: Judgment Day [Rerelease],"263,297.00","112,581,512.00",0.002339
35,I Do... Until I Don't,"235,937.00","112,581,512.00",0.002096
35,Megan Leavey,"207,109.00","112,581,512.00",0.00184
35,A Taxi Driver,"181,466.00","112,581,512.00",0.001612
35,Captain Underpants: The First Epic Movie,"178,875.00","112,581,512.00",0.001589
35,Columbus,"166,925.00","112,581,512.00",0.001483
35,Valley of Bones,"164,738.00","112,581,512.00",0.001463
35,Maudie,"146,219.00","112,581,512.00",0.001299
35,A Gentleman,"125,781.00","112,581,512.00",0.001117
36,It,"158,710,619.00","215,789,177.00",0.735489
36,Home Again,"11,801,084.00","215,789,177.00",0.054688
36,The Hitman's Bodyguard,"6,760,033.00","215,789,177.00",0.031327
36,Annabelle: Creation,"5,033,351.00","215,789,177.00",0.023325
36,Wind River,"4,776,823.00","215,789,177.00",0.022137
36,Leap!,"3,167,350.00","215,789,177.00",0.014678
36,Spider-Man: Homecoming,"2,699,454.00","215,789,177.00",0.01251
36,Dunkirk,"2,676,373.00","215,789,177.00",0.012403
36,Logan Lucky,"2,427,860.00","215,789,177.00",0.011251
36,The Emoji Movie,"1,453,177.00","215,789,177.00",0.006734
36,Girls Trip,"1,208,785.00","215,789,177.00",0.005602
36,Despicable Me 3,"1,189,270.00","215,789,177.00",0.005511
36,The Dark Tower,"1,011,644.00","215,789,177.00",0.004688
36,Wonder Woman,"921,158.00","215,789,177.00",0.004269
36,The Glass Castle,"827,442.00","215,789,177.00",0.003834
36,The Nut Job 2: Nutty by Nature,"739,885.00","215,789,177.00",0.003429
36,All Saints,"723,458.00","215,789,177.00",0.003353
36,True to the Game,"696,401.00","215,789,177.00",0.003227
36,May It Last: A Portrait Of The Avett Brothers,"671,089.00","215,789,177.00",0.00311
36,Baby Driver,"636,130.00","215,789,177.00",0.002948
36,War for the Planet of the Apes,"633,805.00","215,789,177.00",0.002937
36,The Big Sick,"620,427.00","215,789,177.00",0.002875
36,Do It Like An Hombre,"535,677.00","215,789,177.00",0.002482
36,Birth of the Dragon,"484,720.00","215,789,177.00",0.002246
36,Tulip Fever,"472,501.00","215,789,177.00",0.00219
36,Close Encounters of the Third Kind [Rerelease],"452,334.00","215,789,177.00",0.002096
36,Atomic Blonde,"429,445.00","215,789,177.00",0.00199
36,Cars 3,"369,101.00","215,789,177.00",0.00171
36,Kidnap (2017),"299,767.00","215,789,177.00",0.001389
36,Ingrid Goes West,"224,848.00","215,789,177.00",0.001042
37,It,"77,628,262.00","147,715,951.00",0.525524
37,American Assassin,"19,929,459.00","147,715,951.00",0.134917
37,mother!,"10,169,018.00","147,715,951.00",0.068842
37,Home Again,"7,234,747.00","147,715,951.00",0.048977
37,The Hitman's Bodyguard,"4,940,939.00","147,715,951.00",0.033449
37,Wind River,"3,818,934.00","147,715,951.00",0.025853
37,Annabelle: Creation,"3,076,335.00","147,715,951.00",0.020826
37,Leap!,"2,760,768.00","147,715,951.00",0.01869
37,Spider-Man: Homecoming,"2,406,414.00","147,715,951.00",0.016291
37,Dunkirk,"1,872,655.00","147,715,951.00",0.012677
37,Logan Lucky,"1,382,380.00","147,715,951.00",0.009358
37,The Emoji Movie,"1,241,086.00","147,715,951.00",0.008402
37,Despicable Me 3,"1,066,470.00","147,715,951.00",0.00722
37,The Dark Tower,"990,370.00","147,715,951.00",0.006705
37,Wonder Woman,"889,911.00","147,715,951.00",0.006024
37,Girls Trip,"811,415.00","147,715,951.00",0.005493
37,All Saints,"585,072.00","147,715,951.00",0.003961
37,The Nut Job 2: Nutty by Nature,"563,653.00","147,715,951.00",0.003816
37,The Glass Castle,"552,009.00","147,715,951.00",0.003737
37,War for the Planet of the Apes,"474,944.00","147,715,951.00",0.003215
37,Baby Driver,"433,152.00","147,715,951.00",0.002932
37,The Big Sick,"431,786.00","147,715,951.00",0.002923
37,Viceroy's House,"291,963.00","147,715,951.00",0.001977
37,True to the Game,"279,223.00","147,715,951.00",0.00189
37,Atomic Blonde,"274,100.00","147,715,951.00",0.001856
37,Do It Like An Hombre,"230,977.00","147,715,951.00",0.001564
37,Cars 3,"212,147.00","147,715,951.00",0.001436
37,Tulip Fever,"186,408.00","147,715,951.00",0.001262
37,The Trip to Spain,"178,969.00","147,715,951.00",0.001212
37,Birth of the Dragon,"170,255.00","147,715,951.00",0.001153
37,Kidnap (2017),"164,721.00","147,715,951.00",0.001115
38,Kingsman: The Golden Circle,"49,701,588.00","152,926,131.00",0.325004
38,It,"37,533,909.00","152,926,131.00",0.245438
38,The LEGO Ninjago Movie,"23,556,065.00","152,926,131.00",0.154036
38,American Assassin,"8,619,122.00","152,926,131.00",0.056361
38,mother!,"4,691,828.00","152,926,131.00",0.03068
38,Home Again,"4,389,734.00","152,926,131.00",0.028705
38,Friend Request,"2,682,957.00","152,926,131.00",0.017544
38,Stronger,"2,242,077.00","152,926,131.00",0.014661
38,The Hitman's Bodyguard,"2,197,149.00","152,926,131.00",0.014367
38,Wind River,"1,801,610.00","152,926,131.00",0.011781
38,Jeepers Creepers 3,"1,773,763.00","152,926,131.00",0.011599
38,Spider-Man: Homecoming,"1,324,655.00","152,926,131.00",0.008662
38,Brad's Status,"1,252,207.00","152,926,131.00",0.008188
38,Steve McQueen: American Icon,"1,229,782.00","152,926,131.00",0.008042
38,Leap!,"1,124,656.00","152,926,131.00",0.007354
38,Annabelle: Creation,"890,334.00","152,926,131.00",0.005822
38,Dunkirk,"841,642.00","152,926,131.00",0.005504
38,Battle of the Sexes,"676,733.00","152,926,131.00",0.004425
38,Despicable Me 3,"601,445.00","152,926,131.00",0.003933
38,The Emoji Movie,"500,862.00","152,926,131.00",0.003275
38,Wonder Woman,"428,236.00","152,926,131.00",0.0028
38,Logan Lucky,"344,436.00","152,926,131.00",0.002252
38,War for the Planet of the Apes,"330,205.00","152,926,131.00",0.002159
38,Baby Driver,"327,088.00","152,926,131.00",0.002139
38,Girls Trip,"314,440.00","152,926,131.00",0.002056
38,The Dark Tower,"274,673.00","152,926,131.00",0.001796
38,Viceroy's House,"257,577.00","152,926,131.00",0.001684
38,Victoria and Abdul,"220,345.00","152,926,131.00",0.001441
38,All Saints,"191,143.00","152,926,131.00",0.00125
38,The Nut Job 2: Nutty by Nature,"175,090.00","152,926,131.00",0.001145
38,The Glass Castle,"172,858.00","152,926,131.00",0.00113
39,American Made,"22,371,960.00","120,143,224.00",0.186211
39,Kingsman: The Golden Circle,"22,162,837.00","120,143,224.00",0.18447
39,It,"21,405,688.00","120,143,224.00",0.178168
39,The LEGO Ninjago Movie,"13,517,598.00","120,143,224.00",0.112512
39,Flatliners (2017),"8,529,602.00","120,143,224.00",0.070995
39,Battle of the Sexes,"4,601,058.00","120,143,224.00",0.038296
39,American Assassin,"4,512,696.00","120,143,224.00",0.037561
39,Home Again,"2,359,781.00","120,143,224.00",0.019641
39,mother!,"2,048,690.00","120,143,224.00",0.017052
39,Til Death Do Us Part,"1,920,047.00","120,143,224.00",0.015981
39,Victoria and Abdul,"1,595,049.00","120,143,224.00",0.013276
39,Mully,"1,489,771.00","120,143,224.00",0.0124
39,A Question Of Faith,"1,335,256.00","120,143,224.00",0.011114
39,Stronger,"1,250,296.00","120,143,224.00",0.010407
39,Friend Request,"942,213.00","120,143,224.00",0.007842
39,The Hitman's Bodyguard,"906,544.00","120,143,224.00",0.007546
39,Judwaa 2,"871,989.00","120,143,224.00",0.007258
39,Wind River,"837,425.00","120,143,224.00",0.00697
39,Spider-Man: Homecoming,"734,787.00","120,143,224.00",0.006116
39,Leap!,"577,819.00","120,143,224.00",0.004809
39,Brad's Status,"551,865.00","120,143,224.00",0.004593
39,Dunkirk,"486,340.00","120,143,224.00",0.004048
39,Jeepers Creepers 3,"461,399.00","120,143,224.00",0.00384
39,Despicable Me 3,"443,010.00","120,143,224.00",0.003687
39,Annabelle: Creation,"374,061.00","120,143,224.00",0.003113
39,Pearl Jam - Let's Play Two,"324,891.00","120,143,224.00",0.002704
39,The Emoji Movie,"315,816.00","120,143,224.00",0.002629
39,Wonder Woman,"233,496.00","120,143,224.00",0.001943
39,Chasing the Dragon,"221,727.00","120,143,224.00",0.001846
39,War for the Planet of the Apes,"182,425.00","120,143,224.00",0.001518
39,Baby Driver,"180,416.00","120,143,224.00",0.001502
39,Viceroy's House,"163,629.00","120,143,224.00",0.001362
39,The Dark Tower,"160,982.00","120,143,224.00",0.00134
39,Girls Trip,"151,875.00","120,143,224.00",0.001264
